SL,Division Code,Division Name,District Code,District Name,Upazilla Code,Upazilla Name,Union code,Union name,Total Population
4605.,20,Chittagong,30,Feni,29,Feni Sadar,82,Sanua,23354
4606.,20,Chittagong,30,Feni,29,Feni Sadar,86,Sharshadi,39087
4607.,20,Chittagong,30,Feni,41,Fulgazi,13,Amjadhat,21511
4608.,20,Chittagong,30,Feni,41,Fulgazi,27,Anandapur,13595
4609.,20,Chittagong,30,Feni,41,Fulgazi,54,Darbarpur,17447
4610.,20,Chittagong,30,Feni,41,Fulgazi,67,Fulgazi,32045
4611.,20,Chittagong,30,Feni,41,Fulgazi,74,G.M.Hat,12670
4612.,20,Chittagong,30,Feni,41,Fulgazi,81,Munshirhat,22290
4613.,20,Chittagong,30,Feni,51,Parshuram,23,Chithalia,25287
4614.,20,Chittagong,30,Feni,51,Parshuram,40,Baksh Mohammad,23459
4615.,20,Chittagong,30,Feni,51,Parshuram,47,Mirzanagar,22625
4616.,20,Chittagong,30,Feni,94,Sonagazi,15,Amirabad,30863
4617.,20,Chittagong,30,Feni,94,Sonagazi,19,Bagadana,24032
4618.,20,Chittagong,30,Feni,94,Sonagazi,28,Char Chandia,40592
4619.,20,Chittagong,30,Feni,94,Sonagazi,38,Char Darbesh,32145
4620.,20,Chittagong,30,Feni,94,Sonagazi,47,Char Majlishpur,27257
4621.,20,Chittagong,30,Feni,94,Sonagazi,57,Mangalkandi,21164
4622.,20,Chittagong,30,Feni,94,Sonagazi,66,Matiganj,26192
4623.,20,Chittagong,30,Feni,94,Sonagazi,76,Nawabpur,18272
4624.,20,Chittagong,30,Feni,94,Sonagazi,85,Sonagazi,22164
4625.,55,Rangpur,32,Gaibandha,21,Fulchhari,11,Erendabari,29076
4626.,55,Rangpur,32,Gaibandha,21,Fulchhari,23,Fazlupur,22578
4627.,55,Rangpur,32,Gaibandha,21,Fulchhari,35,Fulchhari,24930
4628.,55,Rangpur,32,Gaibandha,21,Fulchhari,47,Gazaria,19322
4629.,55,Rangpur,32,Gaibandha,21,Fulchhari,59,Kanchi Para,27067
4630.,55,Rangpur,32,Gaibandha,21,Fulchhari,71,Udakhali,25304
4631.,55,Rangpur,32,Gaibandha,21,Fulchhari,83,Uria,17057
4632.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,12,Badiakhali,29251
4633.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,14,Ballamjhar,47620
4634.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,21,Boali,35143
4635.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,36,Ghagoa,21239
4636.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,43,Gidari,29043
4637.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,51,Kamarjani,13196
4638.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,58,Kholahati,43120
4639.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,65,Kuptala,28833
4640.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,73,Lakshmipur,31694
4641.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,80,Malibari,27615
4642.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,85,Mollar Char,7931
4643.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,87,Ramchandrapur,30115
4644.,55,Rangpur,32,Gaibandha,24,Gaibandha Sadar,94,Saha Para,24635
4645.,55,Rangpur,32,Gaibandha,30,Gobindaganj,10,Darbasta,43729
4646.,55,Rangpur,32,Gaibandha,30,Gobindaganj,11,Fulbari,18745
4647.,55,Rangpur,32,Gaibandha,30,Gobindaganj,16,Gumaniganj,25070
4648.,55,Rangpur,32,Gaibandha,30,Gobindaganj,22,Harirampur,33681
4649.,55,Rangpur,32,Gaibandha,30,Gobindaganj,27,Kamardaha,30806
4650.,55,Rangpur,32,Gaibandha,30,Gobindaganj,33,Kamdia,25544
4651.,55,Rangpur,32,Gaibandha,30,Gobindaganj,39,Katabari,28824
4652.,55,Rangpur,32,Gaibandha,30,Gobindaganj,44,Kochasahar,32022
4653.,55,Rangpur,32,Gaibandha,30,Gobindaganj,50,Mahimaganj,36791
4654.,55,Rangpur,32,Gaibandha,30,Gobindaganj,55,Nakai,28919
4655.,55,Rangpur,32,Gaibandha,30,Gobindaganj,61,Rajahar,18967
4656.,55,Rangpur,32,Gaibandha,30,Gobindaganj,67,Rakhal Buruz,26373
4657.,55,Rangpur,32,Gaibandha,30,Gobindaganj,72,Shalmara,24152
4658.,55,Rangpur,32,Gaibandha,30,Gobindaganj,78,Sapmara,18848
4659.,55,Rangpur,32,Gaibandha,30,Gobindaganj,83,Shakhahar,26124
4660.,55,Rangpur,32,Gaibandha,30,Gobindaganj,89,Shibpur,22188
4661.,55,Rangpur,32,Gaibandha,30,Gobindaganj,94,Taluk Kanupur,35498
4662.,55,Rangpur,32,Gaibandha,67,Palashbari,13,Barisal,27522
4663.,55,Rangpur,32,Gaibandha,67,Palashbari,19,Betkapa,28188
4664.,55,Rangpur,32,Gaibandha,67,Palashbari,28,Harinathpur,17103
4665.,55,Rangpur,32,Gaibandha,67,Palashbari,38,Hossainpur,23179
4666.,55,Rangpur,32,Gaibandha,67,Palashbari,47,Kishoregari,34814
4667.,55,Rangpur,32,Gaibandha,67,Palashbari,57,Mohadipur,32652
4668.,55,Rangpur,32,Gaibandha,67,Palashbari,66,Manoharpur,24638
4669.,55,Rangpur,32,Gaibandha,67,Palashbari,76,Pabnapur,20665
4670.,55,Rangpur,32,Gaibandha,67,Palashbari,85,Palashbari,36031
4671.,55,Rangpur,32,Gaibandha,82,Sadullapur,13,Banagram,28527
4672.,55,Rangpur,32,Gaibandha,82,Sadullapur,17,Bhatgram,26832
4673.,55,Rangpur,32,Gaibandha,82,Sadullapur,25,Damodarpur,25931
4674.,55,Rangpur,32,Gaibandha,82,Sadullapur,34,Dhaperhat,30597
4675.,55,Rangpur,32,Gaibandha,82,Sadullapur,43,Faridpur,25917
4676.,55,Rangpur,32,Gaibandha,82,Sadullapur,51,Idilpur,29404
4677.,55,Rangpur,32,Gaibandha,82,Sadullapur,60,Jamalpur,30239
4678.,55,Rangpur,32,Gaibandha,82,Sadullapur,69,Khurda Kamarpur,16944
4679.,55,Rangpur,32,Gaibandha,82,Sadullapur,77,' Kamar Para',21528
4680.,55,Rangpur,32,Gaibandha,82,Sadullapur,86,' Naldanga',27176
4681.,55,Rangpur,32,Gaibandha,82,Sadullapur,94,Rasulpur,24331
4682.,55,Rangpur,32,Gaibandha,88,Saghata,13,Bhartkhali,23292
4683.,55,Rangpur,32,Gaibandha,88,Saghata,19,Bonar Para,32627
4684.,55,Rangpur,32,Gaibandha,88,Saghata,28,Ghuridaha,26110
4685.,55,Rangpur,32,Gaibandha,88,Saghata,38,Haldia,21862
4686.,55,Rangpur,32,Gaibandha,88,Saghata,47,Jummerbari,30046
4687.,55,Rangpur,32,Gaibandha,88,Saghata,57,Kachua,27196
4688.,55,Rangpur,32,Gaibandha,88,Saghata,66,Kamaler Para,35920
4689.,55,Rangpur,32,Gaibandha,88,Saghata,76,Padumsahar,26475
4690.,55,Rangpur,32,Gaibandha,88,Saghata,85,Saghata,22539
4691.,55,Rangpur,32,Gaibandha,88,Saghata,95,Muktanagar,21752
4692.,55,Rangpur,32,Gaibandha,91,Sundarganj,11,Bamandanga,40982
4693.,55,Rangpur,32,Gaibandha,91,Sundarganj,12,Belka,27065
4694.,55,Rangpur,32,Gaibandha,91,Sundarganj,18,Chandipur,32126
4695.,55,Rangpur,32,Gaibandha,91,Sundarganj,25,Chhaparhati,36038
4696.,55,Rangpur,32,Gaibandha,91,Sundarganj,31,Dahabanda,23443
4697.,55,Rangpur,32,Gaibandha,91,Sundarganj,37,Dhopadanga,24920
4698.,55,Rangpur,32,Gaibandha,91,Sundarganj,44,Haripur,21846
4699.,55,Rangpur,32,Gaibandha,91,Sundarganj,50,Kanchibari,35707
4700.,55,Rangpur,32,Gaibandha,91,Sundarganj,56,Kapasia,14011
4701.,55,Rangpur,32,Gaibandha,91,Sundarganj,63,Ramjiban,28178
4702.,55,Rangpur,32,Gaibandha,91,Sundarganj,69,Shantiram,32593
4703.,55,Rangpur,32,Gaibandha,91,Sundarganj,75,Sarbananda,33010
4704.,55,Rangpur,32,Gaibandha,91,Sundarganj,82,Sonaroy,24666
4705.,55,Rangpur,32,Gaibandha,91,Sundarganj,88,Sreepur,40357
4706.,55,Rangpur,32,Gaibandha,91,Sundarganj,94,Tarapur,29810
4707.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,23,Basan,148715
4708.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,25,Baria,33715
4709.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,31,Gachha,253512
4710.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,47,Kashimpur,135121
4711.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,54,Kayaltia,115281
4712.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,60,Konabari,203378
4713.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,67,Mirzapur,160582
4714.,30,Dhaka,33,Gazipur,30,Gazipur Sadar,81,Pubail,80659
4715.,30,Dhaka,33,Gazipur,32,Kaliakair,13,Atabaha,32729
4716.,30,Dhaka,33,Gazipur,32,Kaliakair,19,Boali,24615
4717.,30,Dhaka,33,Gazipur,32,Kaliakair,28,Chapair,26686
4718.,30,Dhaka,33,Gazipur,32,Kaliakair,38,Dhaljora,21740
4719.,30,Dhaka,33,Gazipur,32,Kaliakair,47,Fulbaria,39371
4720.,30,Dhaka,33,Gazipur,32,Kaliakair,57,Madhyapara,31351
4721.,30,Dhaka,33,Gazipur,32,Kaliakair,66,Mouchak,102657
4722.,30,Dhaka,33,Gazipur,32,Kaliakair,76,Sreefaltali,21908
4723.,30,Dhaka,33,Gazipur,32,Kaliakair,85,Sutrapur,25089
4724.,30,Dhaka,33,Gazipur,34,Kaliganj,15,Bahadursadi,22399
4725.,30,Dhaka,33,Gazipur,34,Kaliganj,17,Baktarpur,31814
4726.,30,Dhaka,33,Gazipur,34,Kaliganj,60,Jamalpur,32804
4727.,30,Dhaka,33,Gazipur,34,Kaliganj,69,Jangalia,29185
4728.,30,Dhaka,33,Gazipur,34,Kaliganj,94,Moktarpur,39135
4729.,30,Dhaka,33,Gazipur,34,Kaliganj,96,Nagari,34103
4730.,30,Dhaka,33,Gazipur,34,Kaliganj,97,Tumulia,30406
4731.,30,Dhaka,33,Gazipur,36,Kapasia,13,Barishaba,38946
4732.,30,Dhaka,33,Gazipur,36,Kapasia,17,Chandpur,26102
4733.,30,Dhaka,33,Gazipur,36,Kapasia,25,Durgapur,34550
4734.,30,Dhaka,33,Gazipur,36,Kapasia,34,Ghagotia,26026
4735.,30,Dhaka,33,Gazipur,36,Kapasia,43,Kapasia,43909
4736.,30,Dhaka,33,Gazipur,36,Kapasia,51,Karihata,22395
4737.,30,Dhaka,33,Gazipur,36,Kapasia,60,Rayed,25055
4738.,30,Dhaka,33,Gazipur,36,Kapasia,69,Sanmania,30024
4739.,30,Dhaka,33,Gazipur,36,Kapasia,77,Singasree,23255
4740.,30,Dhaka,33,Gazipur,36,Kapasia,86,Targaon,31165
4741.,30,Dhaka,33,Gazipur,36,Kapasia,94,Toke,40735
4742.,30,Dhaka,33,Gazipur,86,Sreepur,21,Barmi,64995
4743.,30,Dhaka,33,Gazipur,86,Sreepur,25,Gazipur,52267
4744.,30,Dhaka,33,Gazipur,86,Sreepur,28,Gosinga,33533
4745.,30,Dhaka,33,Gazipur,86,Sreepur,38,Kaoraid,50204
4746.,30,Dhaka,33,Gazipur,86,Sreepur,47,Maona,51110
4747.,30,Dhaka,33,Gazipur,86,Sreepur,57,Prahladpur,25611
4748.,30,Dhaka,33,Gazipur,86,Sreepur,66,Rajabari,43552
4749.,30,Dhaka,33,Gazipur,86,Sreepur,85,Telihati,45271
4750.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,11,Borasi,12324
4751.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,13,Baultali,10896
4752.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,15,Chandra Dighalia,15659
4753.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,17,Durgapur,17420
4754.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,21,Gobra,12425
4755.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,30,Gopinathpur,12035
4756.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,34,Haridaspur,12377
4757.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,38,Jalalabad,15257
4758.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,43,Kajulia,14296
4759.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,47,Karpara,20441
4760.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,51,Kati,10869
4761.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,56,Latifpur,17196
4762.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,60,Majhigati,11829
4763.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,64,Nizra,7519
4764.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,69,Paikkandi,16552
4765.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,73,Raghunathpur,16552
4766.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,77,Sahapur,10243
4767.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,82,Satpar,18541
4768.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,86,Suktail,13740
4769.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,90,Ulpur,16237
4770.,30,Dhaka,35,Gopalganj,32,Gopalganj Sadar,94,Urafi,10254
4771.,30,Dhaka,35,Gopalganj,43,Kashiani,11,Bethuri,12263
4772.,30,Dhaka,35,Gopalganj,43,Kashiani,13,Fukura,22760
4773.,30,Dhaka,35,Gopalganj,43,Kashiani,20,Hatiara,8123
4774.,30,Dhaka,35,Gopalganj,43,Kashiani,27,Kashiani,24190
4775.,30,Dhaka,35,Gopalganj,43,Kashiani,33,Mamudpur,11299
4776.,30,Dhaka,35,Gopalganj,43,Kashiani,40,Maheshpur,31012
4777.,30,Dhaka,35,Gopalganj,43,Kashiani,47,Nijamkandi,10913
4778.,30,Dhaka,35,Gopalganj,43,Kashiani,54,Orakandi,13112
4779.,30,Dhaka,35,Gopalganj,43,Kashiani,61,Parulia,9601
4780.,30,Dhaka,35,Gopalganj,43,Kashiani,67,Puisur,7437
4781.,30,Dhaka,35,Gopalganj,43,Kashiani,74,Rajpat,12262
4782.,30,Dhaka,35,Gopalganj,43,Kashiani,81,Ratail,20029
4783.,30,Dhaka,35,Gopalganj,43,Kashiani,88,Sajail,17873
4784.,30,Dhaka,35,Gopalganj,43,Kashiani,94,Singa,6741
4785.,30,Dhaka,35,Gopalganj,51,Kotalipara,13,Amtali,17837
4786.,30,Dhaka,35,Gopalganj,51,Kotalipara,15,Bandhabari,11065
4787.,30,Dhaka,35,Gopalganj,51,Kotalipara,23,Ghagar,11220
4788.,30,Dhaka,35,Gopalganj,51,Kotalipara,31,Hiran,22430
4789.,30,Dhaka,35,Gopalganj,51,Kotalipara,39,Kalabari,24255
4790.,30,Dhaka,35,Gopalganj,51,Kotalipara,47,Kandi,17298
4791.,30,Dhaka,35,Gopalganj,51,Kotalipara,55,Kushla,21261
4792.,30,Dhaka,35,Gopalganj,51,Kotalipara,63,Pinjuri,21373
4793.,30,Dhaka,35,Gopalganj,51,Kotalipara,71,Radhaganj,21552
4794.,30,Dhaka,35,Gopalganj,51,Kotalipara,79,Ramshil,17542
4795.,30,Dhaka,35,Gopalganj,51,Kotalipara,87,Sadullapur,30684
4796.,30,Dhaka,35,Gopalganj,51,Kotalipara,94,Suagram,8168
4797.,30,Dhaka,35,Gopalganj,58,Muksudpur,10,Bhabrasur,12772
4798.,30,Dhaka,35,Gopalganj,58,Muksudpur,11,Bahugram,12502
4799.,30,Dhaka,35,Gopalganj,58,Muksudpur,16,Banshbaria,11454
4800.,30,Dhaka,35,Gopalganj,58,Muksudpur,22,Batikamari,19152
4801.,30,Dhaka,35,Gopalganj,58,Muksudpur,27,Dignagar,26347
4802.,30,Dhaka,35,Gopalganj,58,Muksudpur,33,Gobindapur,23559
4803.,30,Dhaka,35,Gopalganj,58,Muksudpur,39,Gohala,21280
4804.,30,Dhaka,35,Gopalganj,58,Muksudpur,44,Jalirpar,20912
4805.,30,Dhaka,35,Gopalganj,58,Muksudpur,50,Kasalia,11599
4806.,30,Dhaka,35,Gopalganj,58,Muksudpur,55,Khandarpar,10042
4807.,30,Dhaka,35,Gopalganj,58,Muksudpur,61,Maharajpur,22289
4808.,30,Dhaka,35,Gopalganj,58,Muksudpur,67,Mochna,16954
4809.,30,Dhaka,35,Gopalganj,58,Muksudpur,72,Nanikshir,15141
4810.,30,Dhaka,35,Gopalganj,58,Muksudpur,78,Pasargati,12006
4811.,30,Dhaka,35,Gopalganj,58,Muksudpur,83,Raghdi,19453
4812.,30,Dhaka,35,Gopalganj,58,Muksudpur,94,Ujani,14233
4813.,30,Dhaka,35,Gopalganj,91,Tungipara,19,Barni,13654
4814.,30,Dhaka,35,Gopalganj,91,Tungipara,28,Dumuria,20698
4815.,30,Dhaka,35,Gopalganj,91,Tungipara,38,Gopalpur,14880
4816.,30,Dhaka,35,Gopalganj,91,Tungipara,66,Kushli,14933
4817.,30,Dhaka,35,Gopalganj,91,Tungipara,76,Patgati Display Memory,28132
4818.,60,Sylhet,36,Habiganj,02,Ajmiriganj,13,Ajmiriganj,8865
4819.,60,Sylhet,36,Habiganj,02,Ajmiriganj,27,Badalpur,22340
4820.,60,Sylhet,36,Habiganj,02,Ajmiriganj,54,Jalsuka,16181
4821.,60,Sylhet,36,Habiganj,02,Ajmiriganj,67,Kakailseo,29047
4822.,60,Sylhet,36,Habiganj,02,Ajmiriganj,81,Shibpasha,24479
4823.,60,Sylhet,36,Habiganj,05,Bahubal,11,Bahubal,29009
4824.,60,Sylhet,36,Habiganj,05,Bahubal,23,Bhadeshwar,34149
4825.,60,Sylhet,36,Habiganj,05,Bahubal,35,Lamatashi,22777
4826.,60,Sylhet,36,Habiganj,05,Bahubal,47,Mirpur,25906
4827.,60,Sylhet,36,Habiganj,05,Bahubal,59,Putijuri,26776
4828.,60,Sylhet,36,Habiganj,05,Bahubal,71,Satkapan,33355
4829.,60,Sylhet,36,Habiganj,05,Bahubal,83,Snanghat,26025
4830.,60,Sylhet,36,Habiganj,11,Baniachong,11,Uttar Purba Baniachang,22190
4831.,60,Sylhet,36,Habiganj,11,Baniachong,18,Dakshin Purba Baniyachang,27197
4832.,60,Sylhet,36,Habiganj,11,Baniachong,25,Dakshin Paschim Baniyachang,24464
4833.,60,Sylhet,36,Habiganj,11,Baniachong,31,Baraiuri,19592
4834.,60,Sylhet,36,Habiganj,11,Baniachong,37,Daulatpur,30204
4835.,60,Sylhet,36,Habiganj,11,Baniachong,44,Kagapasha,25800
4836.,60,Sylhet,36,Habiganj,11,Baniachong,50,Khagaura,24391
4837.,60,Sylhet,36,Habiganj,11,Baniachong,56,Makrampur,24410
4838.,60,Sylhet,36,Habiganj,11,Baniachong,63,Mandari,18778
4839.,60,Sylhet,36,Habiganj,11,Baniachong,69,Muradpur,14236
4840.,60,Sylhet,36,Habiganj,11,Baniachong,75,Pailarkandi,17754
4841.,60,Sylhet,36,Habiganj,11,Baniachong,82,Pukhra,24972
4842.,60,Sylhet,36,Habiganj,11,Baniachong,88,Sujatpur,18467
4843.,60,Sylhet,36,Habiganj,11,Baniachong,94,Subidpur,15529
4844.,60,Sylhet,36,Habiganj,26,Chunarughat,13,Ahmadabad,30053
4845.,60,Sylhet,36,Habiganj,26,Chunarughat,19,Chunarughat,22394
4846.,60,Sylhet,36,Habiganj,26,Chunarughat,28,Deorgachh,29141
4847.,60,Sylhet,36,Habiganj,26,Chunarughat,38,Gazipur,35167
4848.,60,Sylhet,36,Habiganj,26,Chunarughat,47,Mirahi,28858
4849.,60,Sylhet,36,Habiganj,26,Chunarughat,57,Paik Para,28660
4850.,60,Sylhet,36,Habiganj,26,Chunarughat,66,Ranigaon,31914
4851.,60,Sylhet,36,Habiganj,26,Chunarughat,76,Sankhola,29911
4852.,60,Sylhet,36,Habiganj,26,Chunarughat,85,Shatiajuri,21104
4853.,60,Sylhet,36,Habiganj,26,Chunarughat,95,Ubahata,25257
4854.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,22,Gopaya,31415
4855.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,24,Laskarpur,23147
4856.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,28,Lukhra,24576
4857.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,38,Nizampur,21921
4858.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,47,Nurpur,28619
4859.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,57,Poil,22643
4860.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,66,Raziura,22745
4861.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,76,Richi,28821
4862.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,85,Saistaganj,13465
4863.,60,Sylhet,36,Habiganj,44,Habiganj Sadar,95,Tegharia,18915
4864.,60,Sylhet,36,Habiganj,68,Lakhai,13,Bamai,27602
4865.,60,Sylhet,36,Habiganj,68,Lakhai,27,Bulla,21808
4866.,60,Sylhet,36,Habiganj,68,Lakhai,40,Karab,22276
4867.,60,Sylhet,36,Habiganj,68,Lakhai,54,Lakhai,26429
4868.,60,Sylhet,36,Habiganj,68,Lakhai,67,Murakari,24652
4869.,60,Sylhet,36,Habiganj,68,Lakhai,81,Muriauk,26044
4870.,60,Sylhet,36,Habiganj,71,Madhabpur,16,Adair,19062
4871.,60,Sylhet,36,Habiganj,71,Madhabpur,17,Bagasura,28044
4872.,60,Sylhet,36,Habiganj,71,Madhabpur,25,Bahara,33179
4873.,60,Sylhet,36,Habiganj,71,Madhabpur,34,Bulla,17852
4874.,60,Sylhet,36,Habiganj,71,Madhabpur,43,Chhatiain,23205
4875.,60,Sylhet,36,Habiganj,71,Madhabpur,51,Chowmohani,33767
4876.,60,Sylhet,36,Habiganj,71,Madhabpur,60,Dharmaghar,27523
4877.,60,Sylhet,36,Habiganj,71,Madhabpur,69,Jagadishpur,28626
4878.,60,Sylhet,36,Habiganj,71,Madhabpur,77,Andiurauk,20146
4879.,60,Sylhet,36,Habiganj,71,Madhabpur,86,Noapara,31769
4880.,60,Sylhet,36,Habiganj,71,Madhabpur,94,Shahjahanpur,33913
4881.,60,Sylhet,36,Habiganj,77,Nabiganj,13,Auskandi,27069
4882.,60,Sylhet,36,Habiganj,77,Nabiganj,14,Bausha,29509
4883.,60,Sylhet,36,Habiganj,77,Nabiganj,21,Debpara,27332
4884.,60,Sylhet,36,Habiganj,77,Nabiganj,29,Dighalbak,26895
4885.,60,Sylhet,36,Habiganj,77,Nabiganj,43,Gaznapur,28516
4886.,60,Sylhet,36,Habiganj,77,Nabiganj,51,Inathganj,24207
4887.,60,Sylhet,36,Habiganj,77,Nabiganj,58,Kalair Banga,19533
4888.,60,Sylhet,36,Habiganj,77,Nabiganj,65,Kargaon,29518
4889.,60,Sylhet,36,Habiganj,77,Nabiganj,73,Kurshi,26622
4890.,60,Sylhet,36,Habiganj,77,Nabiganj,80,Nabiganj,19805
4891.,60,Sylhet,36,Habiganj,77,Nabiganj,87,Paniunda,25648
4892.,60,Sylhet,36,Habiganj,77,Nabiganj,90,Purba Bara Bakhair,19227
4893.,60,Sylhet,36,Habiganj,77,Nabiganj,94,Paschim Bara Bhakhair,17309
4894.,30,Dhaka,39,Jamalpur,07,Bakshiganj,11,Bagar Char,39966
4895.,30,Dhaka,39,Jamalpur,07,Bakshiganj,23,Bakshiganj,49237
4896.,30,Dhaka,39,Jamalpur,07,Bakshiganj,35,Battajore,28351
4897.,30,Dhaka,39,Jamalpur,07,Bakshiganj,47,Dhanua,19070
4898.,30,Dhaka,39,Jamalpur,07,Bakshiganj,59,Merur Char,32508
4899.,30,Dhaka,39,Jamalpur,07,Bakshiganj,71,Nilakshmia,25937
4900.,30,Dhaka,39,Jamalpur,07,Bakshiganj,83,Sadhur Para,23861
4901.,30,Dhaka,39,Jamalpur,15,Dewanganj,17,Bahadurabad,37520
4902.,30,Dhaka,39,Jamalpur,15,Dewanganj,29,Char Aomkhaoa,39627
4903.,30,Dhaka,39,Jamalpur,15,Dewanganj,36,Chikajani,19728
4904.,30,Dhaka,39,Jamalpur,15,Dewanganj,43,Chukaibari,7193
4905.,30,Dhaka,39,Jamalpur,15,Dewanganj,51,Dangdhara,37159
4906.,30,Dhaka,39,Jamalpur,15,Dewanganj,58,Dewanganj,20608
4907.,30,Dhaka,39,Jamalpur,15,Dewanganj,65,Hatebhanga,21509
4908.,30,Dhaka,39,Jamalpur,15,Dewanganj,87,Par Ramrampur,36762
4909.,30,Dhaka,39,Jamalpur,29,Islampur,13,Belgachha,20799
4910.,30,Dhaka,39,Jamalpur,29,Islampur,15,Char Goalini,18282
4911.,30,Dhaka,39,Jamalpur,29,Islampur,23,Char Putimari,29588
4912.,30,Dhaka,39,Jamalpur,29,Islampur,31,Chinadulli,25744
4913.,30,Dhaka,39,Jamalpur,29,Islampur,39,Gaibandha,31780
4914.,30,Dhaka,39,Jamalpur,29,Islampur,47,Goaler Char,29207
4915.,30,Dhaka,39,Jamalpur,29,Islampur,55,Islampur,17509
4916.,30,Dhaka,39,Jamalpur,29,Islampur,63,Kulkandi,10825
4917.,30,Dhaka,39,Jamalpur,29,Islampur,71,Noarpara,25599
4918.,30,Dhaka,39,Jamalpur,29,Islampur,79,Palbandha,13389
4919.,30,Dhaka,39,Jamalpur,29,Islampur,87,Patharsi,28009
4920.,30,Dhaka,39,Jamalpur,29,Islampur,94,Sapdhari,9130
4921.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,13,Banshchara,29435
4922.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,17,Ghoradhap,28832
4923.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,19,Digpaith,32857
4924.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,23,Itail,24639
4925.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,35,Kendua,35371
4926.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,41,Lakshmir Char,27494
4927.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,47,Meshta,32624
4928.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,53,Narundi,29544
4929.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,59,Ranagachha,39471
4930.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,65,Rashidpur,28384
4931.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,71,Sahabajpur,36069
4932.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,77,Sharifpur,42967
4933.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,83,Sreepur,25373
4934.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,89,Titpalla,32076
4935.,30,Dhaka,39,Jamalpur,36,Jamalpur Sadar,95,Tulsir Char,27172
4936.,30,Dhaka,39,Jamalpur,58,Madarganj,11,Adarbhita,39369
4937.,30,Dhaka,39,Jamalpur,58,Madarganj,23,Balijuri,24560
4938.,30,Dhaka,39,Jamalpur,58,Madarganj,35,Char Pakerdaha,37353
4939.,30,Dhaka,39,Jamalpur,58,Madarganj,47,Gunaritala,37514
4940.,30,Dhaka,39,Jamalpur,58,Madarganj,59,Jorekhali,32701
